Mod:Item:MetaData, Localized Name
hbm:item.fluid_pack_full:151, Packaged Compressed Air
hbm:item.fluid_pack_full:1, Packaged Water
hbm:item.fluid_pack_full:60, Packaged Heavy Water
hbm:item.fluid_pack_full:124, Packaged Hot Heavy Water
hbm:item.fluid_pack_full:7, Packaged Lava
hbm:item.fluid_pack_full:2, Packaged Steam
hbm:item.fluid_pack_full:3, Packaged Dense Steam
hbm:item.fluid_pack_full:4, Packaged Super Dense Steam
hbm:item.fluid_pack_full:5, Packaged Ultra Dense Steam
hbm:item.fluid_pack_full:55, Packaged Carbon Dioxide
hbm:item.fluid_pack_full:6, Packaged Coolant
hbm:item.fluid_pack_full:76, Packaged Hot Coolant
hbm:item.fluid_pack_full:144, Packaged Perfluoromethyl
hbm:item.fluid_pack_full:145, Packaged Cold Perfluoromethyl
hbm:item.fluid_pack_full:146, Packaged Hot Perfluoromethyl
hbm:item.fluid_pack_full:37, Packaged Cryogel
hbm:item.fluid_pack_full:77, Packaged Mug Root Beer
hbm:item.fluid_pack_full:78, Packaged Hot Mug Root Beer
hbm:item.fluid_pack_full:84, Packaged Blood
hbm:item.fluid_pack_full:85, Packaged Hot Blood
hbm:item.fluid_pack_full:125, Packaged Liquid Sodium
hbm:item.fluid_pack_full:126, Packaged Hot Liquid Sodium
hbm:item.fluid_pack_full:142, Packaged Liquid Lead
hbm:item.fluid_pack_full:143, Packaged Hot Liquid Lead
hbm:item.fluid_pack_full:127, Packaged Liquid Thorium Salt
hbm:item.fluid_pack_full:128, Packaged Hot Liquid Thorium Salt
hbm:item.fluid_pack_full:129, Packaged Depleted Liquid Thorium Salt
hbm:item.fluid_pack_full:38, Packaged Liquid Hydrogen
hbm:item.fluid_pack_full:8, Packaged Deuterium
hbm:item.fluid_pack_full:9, Packaged Tritium
hbm:item.fluid_pack_full:57, Packaged Helium-3
hbm:item.fluid_pack_full:123, Packaged Helium-4
hbm:item.fluid_pack_full:39, Packaged Liquid Oxygen
hbm:item.fluid_pack_full:40, Packaged Xenon Gas
hbm:item.fluid_pack_full:89, Packaged Chlorine Gas
hbm:item.fluid_pack_full:42, Packaged Mercury
hbm:item.fluid_pack_full:10, Packaged Crude Oil
hbm:item.fluid_pack_full:133, Packaged Desulfurized Crude Oil
hbm:item.fluid_pack_full:61, Packaged Cracked Oil
hbm:item.fluid_pack_full:135, Packaged Desulfurized Cracked Oil
hbm:item.fluid_pack_full:62, Packaged Coal Oil
hbm:item.fluid_pack_full:104, Packaged Coker Oil
hbm:item.fluid_pack_full:11, Packaged Hot Crude Oil
hbm:item.fluid_pack_full:134, Packaged Desulfurized Hot Crude Oil
hbm:item.fluid_pack_full:63, Packaged Hot Cracked Oil
hbm:item.fluid_pack_full:136, Packaged Desulfurized Hot Cracked Oil
hbm:item.fluid_pack_full:12, Packaged Heavy Oil
hbm:item.fluid_pack_full:90, Packaged Vacuum Heavy Oil
hbm:item.fluid_pack_full:19, Packaged Naphtha
hbm:item.fluid_pack_full:137, Packaged Desulfurized Naphtha
hbm:item.fluid_pack_full:64, Packaged Cracked Naphtha
hbm:item.fluid_pack_full:105, Packaged Coker Naphtha
hbm:item.fluid_pack_full:91, Packaged Reformate
hbm:item.fluid_pack_full:21, Packaged Light Oil
hbm:item.fluid_pack_full:138, Packaged Desulfurized Light Oil
hbm:item.fluid_pack_full:65, Packaged Cracked Light Oil
hbm:item.fluid_pack_full:92, Packaged Vacuum Light Oil
hbm:item.fluid_pack_full:13, Packaged Bitumen
hbm:item.fluid_pack_full:14, Packaged Industrial Oil
hbm:item.fluid_pack_full:15, Packaged Heating Oil
hbm:item.fluid_pack_full:95, Packaged Heavy Heating Oil
hbm:item.fluid_pack_full:16, Packaged Reclaimed Industrial Oil
hbm:item.fluid_pack_full:18, Packaged Engine Lubricant
hbm:item.fluid_pack_full:23, Packaged Natural Gas
hbm:item.fluid_pack_full:106, Packaged Coker Gas
hbm:item.fluid_pack_full:24, Packaged Petroleum Gas
hbm:item.fluid_pack_full:93, Packaged Sour Gas
hbm:item.fluid_pack_full:25, Packaged LPG
hbm:item.fluid_pack_full:86, Packaged Syngas
hbm:item.fluid_pack_full:87, Packaged Oxyhydrogen
hbm:item.fluid_pack_full:67, Packaged Aromatic Hydrocarbons
hbm:item.fluid_pack_full:68, Packaged Unsaturated Hydrocarbons
hbm:item.fluid_pack_full:94, Packaged BTX
hbm:item.fluid_pack_full:99, Packaged Reformate Gas
hbm:item.fluid_pack_full:20, Packaged Diesel
hbm:item.fluid_pack_full:96, Packaged High-Cetane Diesel
hbm:item.fluid_pack_full:66, Packaged Cracked Diesel
hbm:item.fluid_pack_full:97, Packaged High-Cetane Cracked Diesel
hbm:item.fluid_pack_full:22, Packaged Kerosene
hbm:item.fluid_pack_full:98, Packaged Jet Fuel
hbm:item.fluid_pack_full:17, Packaged Petroil
hbm:item.fluid_pack_full:72, Packaged Leaded Petroil
hbm:item.fluid_pack_full:46, Packaged Gasoline
hbm:item.fluid_pack_full:73, Packaged Leaded Gasoline
hbm:item.fluid_pack_full:47, Packaged Coal Gasoline
hbm:item.fluid_pack_full:74, Packaged Leaded Coal Gasoline
hbm:item.fluid_pack_full:80, Packaged Coal Tar Creosote
hbm:item.fluid_pack_full:79, Packaged Wood Oil
hbm:item.fluid_pack_full:26, Packaged Biogas
hbm:item.fluid_pack_full:27, Packaged Biofuel
hbm:item.fluid_pack_full:59, Packaged Ethanol
hbm:item.fluid_pack_full:110, Packaged Fish Oil
hbm:item.fluid_pack_full:111, Packaged Sunflower Seed Oil
hbm:item.fluid_pack_full:28, Packaged NITAN© 100 Octane Super Fuel
hbm:item.fluid_pack_full:41, Packaged BF Rocket Fuel
hbm:item.fluid_pack_full:69, Packaged Salient Green
hbm:item.fluid_pack_full:81, Packaged Seeding Slurry
hbm:item.fluid_pack_full:100, Packaged Colloid
hbm:item.fluid_pack_full:140, Packaged Vitriol
hbm:item.fluid_pack_full:141, Packaged Ore Slop
hbm:item.fluid_pack_full:103, Packaged Ionic Gel
hbm:item.fluid_pack_full:35, Packaged Hydrogen Peroxide
hbm:item.fluid_pack_full:75, Packaged Sulfuric Acid
hbm:item.fluid_pack_full:82, Packaged Nitric Acid
hbm:item.fluid_pack_full:83, Packaged Solvent
hbm:item.fluid_pack_full:88, Packaged High-Performance Solvent
hbm:item.fluid_pack_full:32, Packaged Schrabidic Acid
hbm:item.fluid_pack_full:29, Packaged Uranium Hexafluoride
hbm:item.fluid_pack_full:30, Packaged Plutonium Hexafluoride
hbm:item.fluid_pack_full:31, Packaged Schrabidium Trisulfide
hbm:item.fluid_pack_full:43, Packaged Pandemonium(III)tantalite Solution
hbm:item.fluid_pack_full:36, Packaged Poisonous Mud
hbm:item.fluid_pack_full:130, Packaged Fullerene Solution
hbm:item.fluid_pack_full:107, Packaged Dissolved Egg
hbm:item.fluid_pack_full:108, Packaged Cholesterol Solution
hbm:item.fluid_pack_full:148, Packaged Sodium Aluminate
hbm:item.fluid_pack_full:149, Packaged Bauxite Solution
hbm:item.fluid_pack_full:150, Packaged Alumina
hbm:item.fluid_pack_full:49, Packaged Fracking Solution
hbm:item.fluid_pack_full:147, Packaged Lye
hbm:item.fluid_pack_full:101, Packaged Phosgene
hbm:item.fluid_pack_full:102, Packaged Mustard Gas
hbm:item.fluid_pack_full:109, Packaged Estradiol Solution
hbm:item.fluid_pack_full:112, Packaged Nitroglycerin
hbm:item.fluid_pack_full:33, Packaged Antimatter
hbm:item.fluid_pack_full:34, Packaged Antischrabidium
hbm:item.fluid_pack_full:70, Packaged Experience Juice
hbm:item.fluid_pack_full:71, Packaged Ender Juice
hbm:item.fluid_pack_full:139, Packaged Stellar Flux
hbm:item.fluid_pack_full:131, Packaged Booster Pheromone
hbm:item.fluid_pack_full:132, Packaged Modified Booster Pheromone
hbm:item.fluid_pack_full:1000, Packaged Custom Fluid Demo
hbm:item.pipette, Pipette
hbm:item.pipette_boron, Boron Pipette
hbm:item.pipette_laboratory, Laboratory Grade Pipette
hbm:item.siphon, Siphon
hbm:item.battery_generic, Battery
hbm:item.battery_red_cell, Redstone Power Cell
hbm:item.battery_red_cell_6, Sixfold Redstone Power Cell
hbm:item.battery_red_cell_24, 24-Fold Redstone Power Cell
hbm:item.battery_advanced, Advanced Battery
hbm:item.battery_advanced_cell, Advanced Power Cell
hbm:item.battery_advanced_cell_4, Quadruple Advanced Power Cell
hbm:item.battery_advanced_cell_12, Twelvefold Advanced Power Cell
hbm:item.battery_lithium, Lithium-Ion Battery
hbm:item.battery_lithium_cell, Lithium-Ion Power Cell
hbm:item.battery_lithium_cell_3, Triple Lithium-Ion Power Cell
hbm:item.battery_lithium_cell_6, Sixfold Lithium-Ion Power Cell
hbm:item.battery_schrabidium, Schrabidium Battery
hbm:item.battery_schrabidium_cell, Schrabidium Power Cell
hbm:item.battery_schrabidium_cell_2, Double Schrabidium Power Cell
hbm:item.battery_schrabidium_cell_4, Quadruple Schrabidium Power Cell
hbm:item.battery_spark, Spark Battery
hbm:item.battery_trixite, Off-Brand Spark Battery
hbm:item.battery_spark_cell_6, Spark Power Cell
hbm:item.battery_spark_cell_25, Spark Arcane Car Battery
hbm:item.battery_spark_cell_100, Spark Arcane Energy Storage Array
hbm:item.battery_spark_cell_1000, Spark Arcane Mass-Energy Void
hbm:item.battery_spark_cell_2500, Spark Arcane Dirac Sea
hbm:item.battery_spark_cell_10000, Spark Solid Space-Time Crystal
hbm:item.battery_spark_cell_power, Spark Ludicrous Physics-Defying Energy Storage Unit
hbm:item.cube_power, Electronium Cube
hbm:item.battery_creative, Infinite Battery
hbm:item.battery_potato, Potato Battery
hbm:item.battery_potatos, PotatOS
hbm:item.battery_sc_uranium, Self-Charging Uranium-238 Battery
hbm:item.battery_sc_technetium, Self-Charging Technetium-99 Battery
hbm:item.battery_sc_plutonium, Self-Charging Plutonium-238 Battery
hbm:item.battery_sc_polonium, Self-Charging Polonium-210 Battery
hbm:item.battery_sc_gold, Self-Charging Gold-198 Battery
hbm:item.battery_sc_lead, Self-Charging Lead-209 Battery
hbm:item.battery_sc_americium, Self-Charging Americium-241 Battery
hbm:item.hev_battery, Suit Battery
hbm:item.fusion_core, Fusion Core
hbm:item.energy_core, Makeshift Energy Core
hbm:item.fusion_core_infinite, Infinite Fusion Core
hbm:item.blueprints, Blueprints
hbm:item.template_folder, Machine Template Folder
hbm:item.journal_pip, Survivalist's Journal
hbm:item.journal_bj, Whiskey Drenched Notebook
hbm:item.journal_silver, Contractor's Notes
hbm:item.bobmazon, Bobmazon
hbm:item.bobmazon_hidden, Hidden Catalog
hbm:item.stamp_stone_flat, Flat Stamp (Stone)
hbm:item.stamp_stone_plate, Plate Stamp (Stone)
hbm:item.stamp_stone_wire, Wire Stamp (Stone)
hbm:item.stamp_stone_circuit, Circuit Stamp (Stone)
hbm:item.stamp_iron_flat, Flat Stamp (Iron)
hbm:item.stamp_iron_plate, Plate Stamp (Iron)
hbm:item.stamp_iron_wire, Wire Stamp (Iron)
hbm:item.stamp_iron_circuit, Circuit Stamp (Iron)
hbm:item.stamp_steel_flat, Flat Stamp (Steel)
hbm:item.stamp_steel_plate, Plate Stamp (Steel)
hbm:item.stamp_steel_wire, Wire Stamp (Steel)
hbm:item.stamp_steel_circuit, Circuit Stamp (Steel)
hbm:item.stamp_titanium_flat, Flat Stamp (Titanium)
hbm:item.stamp_titanium_plate, Plate Stamp (Titanium)
hbm:item.stamp_titanium_wire, Wire Stamp (Titanium)
hbm:item.stamp_titanium_circuit, Circuit Stamp (Titanium)
hbm:item.stamp_obsidian_flat, Flat Stamp (Obsidian)
hbm:item.stamp_obsidian_plate, Plate Stamp (Obsidian)
hbm:item.stamp_obsidian_wire, Wire Stamp (Obsidian)
hbm:item.stamp_obsidian_circuit, Circuit Stamp (Obsidian)
hbm:item.stamp_desh_flat, Flat Stamp (Desh)
hbm:item.stamp_desh_plate, Plate Stamp (Desh)
hbm:item.stamp_desh_wire, Wire Stamp (Desh)
hbm:item.stamp_desh_circuit, Circuit Stamp (Desh)
hbm:item.stamp_357, .357 Magnum Stamp
hbm:item.stamp_44, .44 Magnum Stamp
hbm:item.stamp_9, Small Caliber Stamp
hbm:item.stamp_50, Large Caliber Stamp
hbm:item.stamp_desh_357, .357 Magnum Stamp (Desh)
hbm:item.stamp_desh_44, .44 Magnum Stamp (Desh)
hbm:item.stamp_desh_9, Small Caliber Stamp (Desh)
hbm:item.stamp_desh_50, Large Caliber Stamp (Desh)
hbm:item.stamp_book, item.stamp_book.name
hbm:item.mold_base, Blank Foundry Mold
hbm:item.mold:0, Foundry Mold
hbm:item.mold:1, Foundry Mold
hbm:item.mold:2, Foundry Mold
hbm:item.mold:3, Foundry Mold
hbm:item.mold:4, Foundry Mold
hbm:item.mold:19, Foundry Mold
hbm:item.mold:20, Foundry Mold
hbm:item.mold:5, Foundry Mold
hbm:item.mold:6, Foundry Mold
hbm:item.mold:7, Foundry Mold
hbm:item.mold:8, Foundry Mold
hbm:item.mold:9, Foundry Mold
hbm:item.mold:10, Foundry Mold
hbm:item.mold:11, Foundry Mold
hbm:item.mold:21, Foundry Mold
hbm:item.mold:12, Foundry Mold
hbm:item.mold:13, Foundry Mold
hbm:item.mold:16, Foundry Mold
hbm:item.mold:17, Foundry Mold
hbm:item.mold:22, Foundry Mold
hbm:item.mold:23, Foundry Mold
hbm:item.mold:24, Foundry Mold
hbm:item.mold:25, Foundry Mold
hbm:item.mold:26, Foundry Mold
hbm:item.mold:27, Foundry Mold
hbm:item.mold:28, Foundry Mold
hbm:item.scraps:0, Foundry Scraps
hbm:item.scraps:699, Foundry Scraps
hbm:item.scraps:2600, Foundry Scraps
hbm:item.scraps:7900, Foundry Scraps
hbm:item.scraps:1, Foundry Scraps
hbm:item.scraps:2, Foundry Scraps
hbm:item.scraps:2601, Foundry Scraps
hbm:item.scraps:2602, Foundry Scraps
hbm:item.scraps:2603, Foundry Scraps
hbm:item.scraps:2604, Foundry Scraps
hbm:item.scraps:2901, Foundry Scraps
hbm:item.scraps:9200, Foundry Scraps
hbm:item.scraps:9233, Foundry Scraps
hbm:item.scraps:9235, Foundry Scraps
hbm:item.scraps:9238, Foundry Scraps
hbm:item.scraps:9032, Foundry Scraps
hbm:item.scraps:9400, Foundry Scraps
hbm:item.scraps:9401, Foundry Scraps
hbm:item.scraps:9438, Foundry Scraps
hbm:item.scraps:9439, Foundry Scraps
hbm:item.scraps:9440, Foundry Scraps
hbm:item.scraps:9441, Foundry Scraps
hbm:item.scraps:9501, Foundry Scraps
hbm:item.scraps:9541, Foundry Scraps
hbm:item.scraps:9542, Foundry Scraps
hbm:item.scraps:9337, Foundry Scraps
hbm:item.scraps:8410, Foundry Scraps
hbm:item.scraps:4399, Foundry Scraps
hbm:item.scraps:8826, Foundry Scraps
hbm:item.scraps:8927, Foundry Scraps
hbm:item.scraps:2760, Foundry Scraps
hbm:item.scraps:7998, Foundry Scraps
hbm:item.scraps:8209, Foundry Scraps
hbm:item.scraps:12626, Foundry Scraps
hbm:item.scraps:12627, Foundry Scraps
hbm:item.scraps:12600, Foundry Scraps
hbm:item.scraps:12601, Foundry Scraps
hbm:item.scraps:12836, Foundry Scraps
hbm:item.scraps:2200, Foundry Scraps
hbm:item.scraps:2900, Foundry Scraps
hbm:item.scraps:7400, Foundry Scraps
hbm:item.scraps:1300, Foundry Scraps
hbm:item.scraps:8200, Foundry Scraps
hbm:item.scraps:8300, Foundry Scraps
hbm:item.scraps:3300, Foundry Scraps
hbm:item.scraps:7300, Foundry Scraps
hbm:item.scraps:6000, Foundry Scraps
hbm:item.scraps:4100, Foundry Scraps
hbm:item.scraps:400, Foundry Scraps
hbm:item.scraps:2700, Foundry Scraps
hbm:item.scraps:500, Foundry Scraps
hbm:item.scraps:501, Foundry Scraps
hbm:item.scraps:5700, Foundry Scraps
hbm:item.scraps:4000, Foundry Scraps
hbm:item.scraps:1100, Foundry Scraps
hbm:item.scraps:3800, Foundry Scraps
hbm:item.scraps:2000, Foundry Scraps
hbm:item.scraps:300, Foundry Scraps
hbm:item.scraps:4800, Foundry Scraps
hbm:item.scraps:1400, Foundry Scraps
hbm:item.scraps:1401, Foundry Scraps
hbm:item.scraps:7699, Foundry Scraps
hbm:item.scraps:30, Foundry Scraps
hbm:item.scraps:31, Foundry Scraps
hbm:item.scraps:32, Foundry Scraps
hbm:item.scraps:33, Foundry Scraps
hbm:item.scraps:42, Foundry Scraps
hbm:item.scraps:35, Foundry Scraps
hbm:item.scraps:37, Foundry Scraps
hbm:item.scraps:36, Foundry Scraps
hbm:item.scraps:43, Foundry Scraps
hbm:item.scraps:46, Foundry Scraps
hbm:item.scraps:47, Foundry Scraps
hbm:item.scraps:48, Foundry Scraps
hbm:item.scraps:38, Foundry Scraps
hbm:item.scraps:39, Foundry Scraps
hbm:item.scraps:45, Foundry Scraps
hbm:item.scraps:40, Foundry Scraps
hbm:item.scraps:41, Foundry Scraps
hbm:item.scraps:44, Foundry Scraps
hbm:item.scraps:49, Foundry Scraps
hbm:item.scraps:50, Foundry Scraps
hbm:item.scraps:34, Foundry Scraps
hbm:item.upgrade_muffler, Muffler
hbm:item.upgrade_template, Machine Upgrade Template
hbm:item.upgrade_speed_1, Speed Upgrade Mk.I
hbm:item.upgrade_speed_2, Speed Upgrade Mk.II
hbm:item.upgrade_speed_3, Speed Upgrade Mk.III
hbm:item.upgrade_effect_1, Effectiveness Upgrade Mk.I
hbm:item.upgrade_effect_2, Effectiveness Upgrade Mk.II
hbm:item.upgrade_effect_3, Effectiveness Upgrade Mk.III
hbm:item.upgrade_power_1, Power Saving Upgrade Mk.I
hbm:item.upgrade_power_2, Power Saving Upgrade Mk.II
hbm:item.upgrade_power_3, Power Saving Upgrade Mk.III
hbm:item.upgrade_fortune_1, Fortune Upgrade Mk.I
hbm:item.upgrade_fortune_2, Fortune Upgrade Mk.II
hbm:item.upgrade_fortune_3, Fortune Upgrade Mk.III
hbm:item.upgrade_afterburn_1, Afterburner Upgrade Mk.I
hbm:item.upgrade_afterburn_2, Afterburner Upgrade Mk.II
hbm:item.upgrade_afterburn_3, Afterburner Upgrade Mk.III
hbm:item.upgrade_overdrive_1, Overdrive Upgrade Mk.I
hbm:item.upgrade_overdrive_2, Overdrive Upgrade Mk.II
hbm:item.upgrade_overdrive_3, Overdrive Upgrade Mk.III
hbm:item.upgrade_radius, Emitter Radius Upgrade
hbm:item.upgrade_health, Emitter Health Upgrade
hbm:item.upgrade_smelter, Smelter Upgrade
hbm:item.upgrade_shredder, Shredder Upgrade
hbm:item.upgrade_centrifuge, Centrifuge Upgrade
hbm:item.upgrade_crystallizer, Crystallizer Upgrade
hbm:item.upgrade_nullifier, Scrap Destroyer Upgrade
hbm:item.upgrade_screm, Screaming Scientist Upgrade
hbm:item.upgrade_gc_speed, Gas Centrifuge Overclocking Upgrade
hbm:item.upgrade_5g, 5G Radiation Emitter Upgrade
hbm:item.upgrade_stack:0, Stack Ejection Upgrade Mk.I
hbm:item.upgrade_stack:1, Stack Ejection Upgrade Mk.II
hbm:item.upgrade_stack:2, Stack Ejection Upgrade Mk.III
hbm:item.upgrade_ejector:0, Ejection Speed Upgrade Mk.I
hbm:item.upgrade_ejector:1, Ejection Speed Upgrade Mk.II
hbm:item.upgrade_ejector:2, Ejection Speed Upgrade Mk.III
hbm:item.siren_track:1, Siren Track
hbm:item.siren_track:2, Siren Track
hbm:item.siren_track:3, Siren Track
hbm:item.siren_track:4, Siren Track
hbm:item.siren_track:5, Siren Track
hbm:item.siren_track:6, Siren Track
hbm:item.siren_track:7, Siren Track
hbm:item.siren_track:8, Siren Track
hbm:item.siren_track:9, Siren Track
hbm:item.siren_track:10, Siren Track
hbm:item.siren_track:11, Siren Track
hbm:item.siren_track:12, Siren Track
hbm:item.siren_track:13, Siren Track
hbm:item.siren_track:14, Siren Track
hbm:item.siren_track:15, Siren Track
hbm:item.siren_track:16, Siren Track
hbm:item.siren_track:17, Siren Track
hbm:item.siren_track:18, Siren Track
hbm:item.siren_track:19, Siren Track
hbm:item.siren_track:20, Siren Track
hbm:item.fluid_identifier:151, Fluid Identifier
hbm:item.fluid_identifier:1, Fluid Identifier
hbm:item.fluid_identifier:60, Fluid Identifier
hbm:item.fluid_identifier:124, Fluid Identifier
hbm:item.fluid_identifier:7, Fluid Identifier
hbm:item.fluid_identifier:2, Fluid Identifier
hbm:item.fluid_identifier:3, Fluid Identifier
hbm:item.fluid_identifier:4, Fluid Identifier
hbm:item.fluid_identifier:5, Fluid Identifier
hbm:item.fluid_identifier:48, Fluid Identifier
hbm:item.fluid_identifier:55, Fluid Identifier
hbm:item.fluid_identifier:6, Fluid Identifier
hbm:item.fluid_identifier:76, Fluid Identifier
hbm:item.fluid_identifier:144, Fluid Identifier
hbm:item.fluid_identifier:145, Fluid Identifier
hbm:item.fluid_identifier:146, Fluid Identifier
hbm:item.fluid_identifier:37, Fluid Identifier
hbm:item.fluid_identifier:77, Fluid Identifier
hbm:item.fluid_identifier:78, Fluid Identifier
hbm:item.fluid_identifier:84, Fluid Identifier
hbm:item.fluid_identifier:85, Fluid Identifier
hbm:item.fluid_identifier:125, Fluid Identifier
hbm:item.fluid_identifier:126, Fluid Identifier
hbm:item.fluid_identifier:142, Fluid Identifier
hbm:item.fluid_identifier:143, Fluid Identifier
hbm:item.fluid_identifier:127, Fluid Identifier
hbm:item.fluid_identifier:128, Fluid Identifier
hbm:item.fluid_identifier:129, Fluid Identifier
hbm:item.fluid_identifier:38, Fluid Identifier
hbm:item.fluid_identifier:8, Fluid Identifier
hbm:item.fluid_identifier:9, Fluid Identifier
hbm:item.fluid_identifier:57, Fluid Identifier
hbm:item.fluid_identifier:123, Fluid Identifier
hbm:item.fluid_identifier:39, Fluid Identifier
hbm:item.fluid_identifier:40, Fluid Identifier
hbm:item.fluid_identifier:89, Fluid Identifier
hbm:item.fluid_identifier:42, Fluid Identifier
hbm:item.fluid_identifier:10, Fluid Identifier
hbm:item.fluid_identifier:133, Fluid Identifier
hbm:item.fluid_identifier:61, Fluid Identifier
hbm:item.fluid_identifier:135, Fluid Identifier
hbm:item.fluid_identifier:62, Fluid Identifier
hbm:item.fluid_identifier:104, Fluid Identifier
hbm:item.fluid_identifier:11, Fluid Identifier
hbm:item.fluid_identifier:134, Fluid Identifier
hbm:item.fluid_identifier:63, Fluid Identifier
hbm:item.fluid_identifier:136, Fluid Identifier
hbm:item.fluid_identifier:12, Fluid Identifier
hbm:item.fluid_identifier:90, Fluid Identifier
hbm:item.fluid_identifier:19, Fluid Identifier
hbm:item.fluid_identifier:137, Fluid Identifier
hbm:item.fluid_identifier:64, Fluid Identifier
hbm:item.fluid_identifier:105, Fluid Identifier
hbm:item.fluid_identifier:91, Fluid Identifier
hbm:item.fluid_identifier:21, Fluid Identifier
hbm:item.fluid_identifier:138, Fluid Identifier
hbm:item.fluid_identifier:65, Fluid Identifier
hbm:item.fluid_identifier:92, Fluid Identifier
hbm:item.fluid_identifier:13, Fluid Identifier
hbm:item.fluid_identifier:14, Fluid Identifier
hbm:item.fluid_identifier:15, Fluid Identifier
hbm:item.fluid_identifier:95, Fluid Identifier
hbm:item.fluid_identifier:16, Fluid Identifier
hbm:item.fluid_identifier:18, Fluid Identifier
hbm:item.fluid_identifier:23, Fluid Identifier
hbm:item.fluid_identifier:106, Fluid Identifier
hbm:item.fluid_identifier:24, Fluid Identifier
hbm:item.fluid_identifier:93, Fluid Identifier
hbm:item.fluid_identifier:25, Fluid Identifier
hbm:item.fluid_identifier:86, Fluid Identifier
hbm:item.fluid_identifier:87, Fluid Identifier
hbm:item.fluid_identifier:67, Fluid Identifier
hbm:item.fluid_identifier:68, Fluid Identifier
hbm:item.fluid_identifier:94, Fluid Identifier
hbm:item.fluid_identifier:99, Fluid Identifier
hbm:item.fluid_identifier:20, Fluid Identifier
hbm:item.fluid_identifier:96, Fluid Identifier
hbm:item.fluid_identifier:66, Fluid Identifier
hbm:item.fluid_identifier:97, Fluid Identifier
hbm:item.fluid_identifier:22, Fluid Identifier
hbm:item.fluid_identifier:98, Fluid Identifier
hbm:item.fluid_identifier:17, Fluid Identifier
hbm:item.fluid_identifier:72, Fluid Identifier
hbm:item.fluid_identifier:46, Fluid Identifier
hbm:item.fluid_identifier:73, Fluid Identifier
hbm:item.fluid_identifier:47, Fluid Identifier
hbm:item.fluid_identifier:74, Fluid Identifier
hbm:item.fluid_identifier:80, Fluid Identifier
hbm:item.fluid_identifier:79, Fluid Identifier
hbm:item.fluid_identifier:26, Fluid Identifier
hbm:item.fluid_identifier:27, Fluid Identifier
hbm:item.fluid_identifier:59, Fluid Identifier
hbm:item.fluid_identifier:110, Fluid Identifier
hbm:item.fluid_identifier:111, Fluid Identifier
hbm:item.fluid_identifier:28, Fluid Identifier
hbm:item.fluid_identifier:41, Fluid Identifier
hbm:item.fluid_identifier:69, Fluid Identifier
hbm:item.fluid_identifier:81, Fluid Identifier
hbm:item.fluid_identifier:100, Fluid Identifier
hbm:item.fluid_identifier:140, Fluid Identifier
hbm:item.fluid_identifier:141, Fluid Identifier
hbm:item.fluid_identifier:103, Fluid Identifier
hbm:item.fluid_identifier:35, Fluid Identifier
hbm:item.fluid_identifier:75, Fluid Identifier
hbm:item.fluid_identifier:82, Fluid Identifier
hbm:item.fluid_identifier:83, Fluid Identifier
hbm:item.fluid_identifier:88, Fluid Identifier
hbm:item.fluid_identifier:32, Fluid Identifier
hbm:item.fluid_identifier:29, Fluid Identifier
hbm:item.fluid_identifier:30, Fluid Identifier
hbm:item.fluid_identifier:31, Fluid Identifier
hbm:item.fluid_identifier:43, Fluid Identifier
hbm:item.fluid_identifier:58, Fluid Identifier
hbm:item.fluid_identifier:36, Fluid Identifier
hbm:item.fluid_identifier:113, Fluid Identifier
hbm:item.fluid_identifier:130, Fluid Identifier
hbm:item.fluid_identifier:107, Fluid Identifier
hbm:item.fluid_identifier:108, Fluid Identifier
hbm:item.fluid_identifier:114, Fluid Identifier
hbm:item.fluid_identifier:115, Fluid Identifier
hbm:item.fluid_identifier:116, Fluid Identifier
hbm:item.fluid_identifier:117, Fluid Identifier
hbm:item.fluid_identifier:118, Fluid Identifier
hbm:item.fluid_identifier:119, Fluid Identifier
hbm:item.fluid_identifier:148, Fluid Identifier
hbm:item.fluid_identifier:149, Fluid Identifier
hbm:item.fluid_identifier:150, Fluid Identifier
hbm:item.fluid_identifier:49, Fluid Identifier
hbm:item.fluid_identifier:147, Fluid Identifier
hbm:item.fluid_identifier:101, Fluid Identifier
hbm:item.fluid_identifier:102, Fluid Identifier
hbm:item.fluid_identifier:109, Fluid Identifier
hbm:item.fluid_identifier:112, Fluid Identifier
hbm:item.fluid_identifier:33, Fluid Identifier
hbm:item.fluid_identifier:34, Fluid Identifier
hbm:item.fluid_identifier:44, Fluid Identifier
hbm:item.fluid_identifier:45, Fluid Identifier
hbm:item.fluid_identifier:70, Fluid Identifier
hbm:item.fluid_identifier:71, Fluid Identifier
hbm:item.fluid_identifier:139, Fluid Identifier
hbm:item.fluid_identifier:131, Fluid Identifier
hbm:item.fluid_identifier:132, Fluid Identifier
hbm:item.fluid_identifier:1000, Fluid Identifier
hbm:item.fluid_identifier_multi, Multi Fluid Identifier
hbm:item.fluid_icon:151, Compressed Air
hbm:item.fluid_icon:1, Water
hbm:item.fluid_icon:60, Heavy Water
hbm:item.fluid_icon:124, Hot Heavy Water
hbm:item.fluid_icon:7, Lava
hbm:item.fluid_icon:2, Steam
hbm:item.fluid_icon:3, Dense Steam
hbm:item.fluid_icon:4, Super Dense Steam
hbm:item.fluid_icon:5, Ultra Dense Steam
hbm:item.fluid_icon:48, Low-Pressure Steam
hbm:item.fluid_icon:55, Carbon Dioxide
hbm:item.fluid_icon:6, Coolant
